TID	Name	RA(longitude)	Dec(latitude)
639	'V* V899 Ori                       '	85.105208300	-6.262507000
640	'IRAS 05383-0731                   '	85.1861592300880	-7.4984399732004
641	'ESO-HA 1733                       '	85.1040210257165	-7.9264433984506
642	'NGC 2090                          '	86.7577349303106	-34.2504603399389
643	'PN Pu 1                           '	88.2018990015363	28.0997653622244
644	'UGCA 116                          '	88.927688	3.392286
645	'NGC 2110                          '	88.0474002895251	-7.4562472032249
646	'NGC 2179                          '	92.009188	-21.746667
647	'NGC 2139                          '	90.283179	-23.672319
648	'ESO 425-2                         '	90.1446	-28.9928
649	'NGC 2188                          '	92.53971	-34.10619
650	'NGC 2207                          '	94.092054	-21.372722
651	'NGC 2217                          '	95.4156295485747	-27.2337934302663
652	'6dFGS gJ061214.3-384623           '	93.059133	-38.773150
653	'PN VV 28                          '	96.4886347582084	17.7908680201134
654	'PN A66 15                         '	96.7584939241884	-25.3804720321631
655	'EM* LkHA 33                       '	100.2147621845270	9.7233971740951
656	'V* V342 Mon                       '	100.2035081082720	9.7237929812393
657	'V* OQ Mon                         '	100.2787368033880	9.4900159687615
658	'NGC 2264 97                       '	100.2011353755910	9.6107334200063
659	'NGC 2264 162                      '	100.2739194859410	9.5170010178740
660	'V* V417 Mon                       '	100.1782546374340	9.5597326628352
661	'NGC 2264 135                      '	100.2473660536380	9.5592726839824
662	'KHA 103                           '	100.2451081650040	9.6552084400599
663	'ESO-HA 402                        '	100.1916844796090	9.2995257380916
664	'NGC 2264 119                      '	100.2309442895000	9.6232450379147
665	'ESO-HA 447                        '	100.2454910168200	9.4813639329492
666	'ESO-HA 472                        '	100.2642425372820	9.5014204060269
667	'ESO-HA 528                        '	100.3567625672730	9.5786136700897
668	'V* V818 Mon                       '	100.2909569772980	9.4534006889156
669	'ESO-HA 399                        '	100.1857920141520	9.5406036057237
670	'ESO-HA 384                        '	100.1435973383030	9.5883905057400
671	'ESO-HA 395                        '	100.1801095644530	9.5208474584233
672	'ESO-HA 443                        '	100.2433303804370	9.4569526829702
673	'ESO-HA 479                        '	100.2689807935470	9.4217637325574
674	'ESO-HA 507                        '	100.2922675358320	9.5245986360565
675	'ESO-HA 509                        '	100.2958243051890	9.5988082007494
676	'ESO-HA 522                        '	100.3288718151960	9.4543514096146
677	'ESO-HA 531                        '	100.3624862692580	9.5036518245946
678	'ESO-HA 542                        '	100.4406654723830	9.4452313626098
679	'V* V583 Mon                       '	100.3054065368900	9.5306324038368
680	'V* V423 Mon                       '	100.2686100459540	9.8884333703038
681	'ESO-HA 334                        '	99.9314634313513	9.6011057668821
682	'ESO-HA 336                        '	99.9628948693775	9.6091622586592
683	'ESO-HA 337                        '	99.9914407140252	9.6846306059146
684	'ESO-HA 340                        '	100.0046537850460	9.5926563653919
685	'ESO-HA 344                        '	100.0217431064820	9.8490370874496
686	'ESO-HA 346                        '	100.0250035058430	9.8285126201464
687	'ESO-HA 347                        '	100.0354855938120	9.7370819456103
688	'ESO-HA 350                        '	100.0453349401630	9.6686900192140
689	'ESO-HA 353                        '	100.0590755351880	9.5745517235585
690	'ESO-HA 365                        '	100.0859826841270	9.6805470217980
691	'ESO-HA 367                        '	100.0975842313660	9.9154557563083
692	'ESO-HA 373                        '	100.1218563058610	9.7354074393798
693	'ESO-HA 377                        '	100.12748600	9.83743100
694	'NGC 2264 288                      '	100.16115400	9.61582400
695	'ESO-HA 406                        '	100.1963455195000	9.7021241430186
696	'ESO-HA 416                        '	100.2056776581270	9.8816588037793
697	'ESO-HA 419                        '	100.2086879968260	9.8743061331040
698	'ESO-HA 422                        '	100.2130922657620	9.8438634577343
699	'ESO-HA 426                        '	100.2198185066340	9.7167867697518
700	'ESO-HA 439                        '	100.2317488498810	9.6402043275004
701	'ESO-HA 440                        '	100.2322703229180	9.7793532314354
702	'ESO-HA 442                        '	100.2420682541060	9.6148205114887
703	'V* V602 Mon                       '	100.247715300	9.995928900
704	'ESO-HA 455                        '	100.2496091289150	9.7845858764383
705	'V* V606 Mon                       '	100.2668254107540	9.8191030853253
706	'ESO-HA 478                        '	100.2690391511960	10.0118387079588
707	'ESO-HA 483                        '	100.2716164155110	10.0052508678528
708	'ESO-HA 490                        '	100.276736800	9.902913100
709	'ESO-HA 495                        '	100.2814992806730	9.6926580775814
710	'ESO-HA 496                        '	100.2842029598920	9.5692888938154
711	'NGC 2264 439                      '	100.3103292319390	9.6206418456343
712	'ESO-HA 521                        '	100.3253414253110	9.6404163270881
713	'ESO-HA 524                        '	100.3463712242790	9.6260702736254
714	'ESO-HA 525                        '	100.3507705019500	9.8085983490576
715	'NGC 2264 468                      '	100.3522730660260	9.6265436433295
716	'ESO-HA 529                        '	100.3567026584220	9.7342590543539
717	'ESO-HA 540                        '	100.4245160547880	9.3244847310378
718	'ESO-HA 473                        '	100.2650280803580	9.5080627300694
719	'ESO-HA 464                        '	100.2571407935090	9.7119397128749
720	'ESO-HA 544                        '	100.4790196051330	9.5018127022858
721	'ESO-HA 357                        '	100.0695126909680	9.6729351340204
722	'ESO-HA 362                        '	100.0778659977920	9.6168888172150
723	'ESO-HA 378                        '	100.1282077516000	9.8020863814343
724	'ESO-HA 381                        '	100.1379928613970	9.8318576336775
725	'ESO-HA 387                        '	100.1586411784910	9.8484127382904
726	'ESO-HA 425                        '	100.2189626221290	9.8683429813324
727	'ESO-HA 456                        '	100.2509228182440	9.6519403685875
728	'ESO-HA 463                        '	100.2566776593210	9.6246367200939
729	'ESO-HA 467                        '	100.2608822882090	9.8507191904488
730	'ESO-HA 500                        '	100.2873349557950	9.5627815869460
731	'ESO-HA 516                        '	100.31147500	9.57040900
732	'ESO-HA 517                        '	100.3133693232690	9.6326748164317
733	'NGC 2264 467                      '	100.3460332554160	9.7240664114419
734	'ESO-HA 541                        '	100.4288510892030	9.3910764060157
735	'ESO-HA 545                        '	100.4830469557700	9.6796820714453
736	'EM* LkHA 53                       '	100.2758269818180	9.6063681469995
737	'ESO-HA 341                        '	100.0050354997910	9.7101303184077
738	'ESO-HA 491                        '	100.2780407737870	9.7909951031003
739	'NGC 2264 428                      '	100.2868930406420	9.8836508846586
740	'V* V817 Mon                       '	100.2883365940220	9.8837478526493
741	'ESO-HA 501                        '	100.2874649487870	9.5191343623125
742	'ESO-HA 368                        '	100.1034988172450	9.8865334579132
743	'ESO-HA 415                        '	100.2050437650020	9.9607435818053
744	'ESO-HA 441                        '	100.2410275251790	9.8524747437255
745	'ESO-HA 459                        '	100.2533703788630	9.8687654051692
746	'ESO-HA 508                        '	100.2946033710140	9.9617855877818
747	'V* V579 Mon                       '	100.1639113464660	9.5793088982348
748	'ESO-HA 374                        '	100.1219251147150	9.4365417065748
749	'ESO-HA 466                        '	100.2602035784390	9.8735979317148
750	'V* QW Mon                         '	99.9968412516083	9.4568122250355
751	'ESO-HA 349                        '	100.0402208522400	10.1497762934931
752	'ESO-HA 354                        '	100.0631531444730	10.0327460401538
753	'ESO-HA 385                        '	100.1550328266080	9.8861792948376
754	'ESO-HA 413                        '	100.2047779456730	9.6267436201977
755	'ESO-HA 446                        '	100.2460593559600	9.5561734575581
756	'ESO-HA 448                        '	100.2469413596990	9.5569667197662
757	'ESO-HA 451                        '	100.2481275897600	9.6517521952747
758	'ESO-HA 499                        '	100.2872043785800	9.9465606797586
759	'ESO-HA 514                        '	100.3057066403270	9.6371616232403
760	'V* V821 Mon                       '	100.3246861838290	9.4836547827650
761	'V* V585 Mon                       '	100.3166388195240	9.4359844962471
762	'ESO-HA 382                        '	100.1398597773280	9.5601051027124
763	'ESO-HA 386                        '	100.1550017375710	9.5194075483763
764	'V* V338 Mon                       '	100.1591490709280	9.4979171184100
765	'ESO-HA 407                        '	100.1966963295550	9.8858858787425
766	'ESO-HA 430                        '	100.22344400	9.78455300
767	'ESO-HA 465                        '	100.2581110455680	9.8343817804803
768	'ESO-HA 489                        '	100.2759555672560	9.4176772414008
769	'NGC 2264 499                      '	100.3939864789870	9.6090185912097
770	'PN M 1-6                          '	98.9380107340129	-0.0937262300063
771	'NGC 2272                          '	100.672113	-27.459483
772	'NGC 2298                          '	102.24754	-36.00531
773	'NGC 2310                          '	103.4749378050330	-40.8627122189658
774	'C* 3279                           '	106.5323951412960	40.2003688551384
775	'PN M 3-1                          '	105.7079309540280	-31.5914370164534
776	'PN M 1-11                         '	107.8195586157480	-19.8508048321946
777	'NAME CMa Dwarf Galaxy             '	108.1500	-27.6667
778	'ESO 428-14                        '	109.1300279347380	-29.3246941623659
779	'NGC 2377                          '	111.236733	-9.659353
780	'PN M 1-12                         '	109.8394527587610	-21.7320572566271
781	'UGC 4054                          '	117.733383	23.896331
782	'NGC 2452                          '	116.8594368180600	-27.3352294842842
783	'V* V646 Pup                       '	117.6483015135240	-33.1066401982051
784	'PN M 3-4                          '	118.7974937459890	-23.6368335530900
785	'PN M 3-5                          '	120.620650	-27.698611
786	'[PKP2003] SAO 0822+3545           '	126.523885	35.590323
787	'LEDA 23229                        '	124.337681	24.962692
788	'NGC 2587                          '	125.8570	-29.4930
789	'NGC 2604                          '	128.346071	29.538619
790	'[WWV2004] J0837171-132113         '	129.3209353605370	-13.3539855867570
791	'NGC 2613                          '	128.345171	-22.973669
792	'ESO 495-21                        '	129.063292	-26.409350
793	'NGC 2627                          '	129.3125	-29.9550
794	'LEDA 87424                        '	131.5797475318350	35.3161733027799
795	'NGC 2648                          '	130.665938	14.285503
796	'MCG+02-22-006                     '	130.7008612594620	14.2652358112161
797	'NGC 2635                          '	129.6167	-34.7600
798	'NGC 2663                          '	131.284362	-33.794761
799	'PN M 3-6                          '	130.1676092172820	-32.3759983777673
800	'NGC 2683                          '	133.172271	33.421800
801	'LEDA 1745706                      '	132.486081	25.684061
802	'V* T Cnc                          '	134.167275	19.849153
803	'Cl* NGC 2682 SAND 262             '	132.3491618712070	11.9102290920876
804	'UCAC2 16948048                    '	317.3819320367740	-35.1586278049479
805	'ESO 342-49                        '	321.8179	-37.8556
806	'IC 5148                           '	329.8961944648300	-39.3856215595333
807	'IC 5267                           '	344.306550	-43.396142
808	'NGC 7412                          '	343.9406882347260	-42.6419607633240
809	'NGC 7531                          '	348.7019037318830	-43.5998518804023
810	'NGC 7496                          '	347.4470348838970	-43.4278522620582
811	'NGC 7599                          '	349.838104	-42.256839
812	'NGC 7552                          '	349.044862	-42.584831
813	'NGC 7582                          '	349.598421	-42.370572
814	'TYC 7531-698-1                    '	8.3247033314705	-43.4259970863117
815	'2MASS J00330203-4321176           '	8.2584729442029	-43.3548808936959
816	'CD-44 146                         '	8.9297989057188	-43.4571196270057
817	'CD-44 147                         '	8.9740177402351	-43.7506763494683
818	'CD-44 153                         '	9.2065453501103	-43.5769178663980
819	'TYC 7531-237-1                    '	8.8838675764509	-43.1463860842063
820	'2MASS J00340791-4343223           '	8.5330058737336	-43.7228563549015
821	'2MASS J00351617-4314055           '	8.8173788469700	-43.2348729734867
822	'2MASS J00360566-4334416           '	9.0235454962866	-43.5782238435528
823	'NGC 625                           '	23.769300	-41.436200
824	'IC 5131                           '	326.855500	-34.883639
825	'NGC 7135                          '	327.4416663314910	-34.8762748562878
826	'NGC 7424                          '	344.3266340486010	-41.0705893773488
827	'NGC 7410                          '	343.753938	-39.661369
828	'IC 5325                           '	352.1809307199240	-41.3332588776239
829	'ESO 294-10                        '	6.6392	-41.8561
830	'NAME Fornax Dwarf Spheroidal      '	39.9971	-34.4492
831	'NGC 7154                          '	328.8377492591870	-34.8142257552167
832	'IC 5156                           '	330.8119832576350	-33.8383620808427
833	'ESO 406-42                        '	345.559717	-37.083528
834	'IC 5273                           '	344.861329	-37.702878
835	'NGC 7418                          '	344.1504859078890	-37.0299624327320
836	'NGC 7421                          '	344.2264753003930	-37.3473404260615
837	'IC 1459                           '	344.29419488146	-36.46222093603
838	'ESO 347-17                        '	351.7350	-37.3461
839	'NGC 55                            '	3.723342	-39.196628
840	'NGC 300                           '	13.7226916941068	-37.6842174896297
841	'HD 7235                           '	18.0197261994743	-37.9423782587377
842	'TYC 7004-1994-1                   '	18.1360107663875	-36.4082375033143
843	'UCAC2 16302408                    '	20.0884283510448	-36.0583924147265
844	'NGC 1097                          '	41.579413	-30.274911
845	'NGC 7174                          '	330.52842	-31.99347
846	'NGC 7172                          '	330.507904	-31.869889
847	'IC 5332                           '	353.614533	-36.101081
848	'NAME Sculptor Dwarf Galaxy        '	15.0392	-33.7089
849	'UCAC2 17630408                    '	20.6126763923572	-33.0217443759187
850	'UCAC2 18089427                    '	31.7206382547359	-32.1808716447716
851	'NGC 1079                          '	40.9347283892689	-29.0032703052670
852	'NGC 7208                          '	332.101746	-29.051217
853	'NGC 7361                          '	340.576721	-30.055303
854	'ESO 407-18                        '	351.61467	-32.38875
855	'ESO 471-6                         '	355.939787	-31.956769
856	'NGC 7793                          '	359.4573057530880	-32.5910300846263
857	'2dFGRS TGS429Z114                 '	357.6370720220700	-31.4301399070434
858	'ESO 410-5                         '	3.88104	-32.17981
859	'NGC 131                           '	7.410496	-33.259719
860	'NGC 148                           '	8.5645740304723	-31.7860019578014
861	'NGC 254                           '	11.8651734574695	-31.4218345384789
862	'NGC 289                           '	13.176521	-31.205831
863	'2dFGRS TGS375Z193                 '	17.8150	-30.7017
864	'NGC 613                           '	23.575979	-29.418489
865	'BPS CS 29510-0018                 '	37.6762783346606	-26.1217195653288
866	'NGC 7755                          '	356.9655943763020	-30.5219929225662
867	'[ORN2011] 003.569500-30.404944    '	3.569500	-30.404944
868	'[BAE96] AC 118 3                  '	3.581167	-30.414556
869	'[ORN2011] 003.590667-30.402583    '	3.590667	-30.402583
870	'[BML2002] 37                      '	3.5363771871695	-30.4468641711661
871	'[BML2002] 77                      '	3.6482878843087	-30.4389778512293
872	'[BML2002] 133                     '	3.5998725492787	-30.4294693574873
873	'[BML2002] 247                     '	3.6286825368847	-30.4153704026415
874	'[BML2002] 419                     '	3.6439067744285	-30.3984034099718
875	'[BML2002] 578                     '	3.5594605430746	-30.3144395039857
876	'[BML2002] 590                     '	3.5420292526556	-30.3177342272794
877	'[BML2002] 616                     '	3.5841927862188	-30.3327665959922
878	'[BML2002] 643                     '	3.5872450428499	-30.3227370123626
879	'[BML2002] 725                     '	3.5600196646339	-30.3298040548130
880	'[BML2002] 828                     '	3.5228066554303	-30.3434401005914
881	'[BML2002] 839                     '	3.5677545472588	-30.3428210269579
882	'[BML2002] 884                     '	3.5251084483489	-30.3456938891391
883	'[BML2002] 913                     '	3.5113555450791	-30.3496518415565
884	'[BML2002] 995                     '	3.6097504450890	-30.3611632529447
885	'[BML2002] 1030                    '	3.6549804406246	-30.3640819424091
886	'[BML2002] 1042                    '	3.6182551664331	-30.3669027384030
887	'ESO 411-16                        '	11.914750	-27.947597
888	'2dFGRS TGS374Z160                 '	17.6267719379356	-29.5357687924764
889	'NGC 7314                          '	338.9424874752480	-26.0504372295358
890	'NGC 150                           '	8.5644661990969	-27.8035465372517
891	'IC 1558                           '	8.9463	-25.3744
892	'ESO 411-27                        '	13.2150	-27.3256
893	'UCAC4 322-000861                  '	11.6797826424816	-25.6381736916966
894	'UCAC4 319-001222                  '	17.2052910842853	-26.2734781193963
895	'V* EQ Cet                         '	22.2189353174642	-23.6622114272914
896	'ESO 545-16                        '	36.4992	-21.4208
897	'NGC 908                           '	35.769038	-21.233850
898	'NGC 7185                          '	330.7364170506180	-20.4713400658798
899	'NGC 7184                          '	330.665925	-20.812819
900	'ESO 602-3                         '	334.2137	-21.2500
901	'NGC 24                            '	2.485592	-24.963131
902	'NGC 45                            '	3.516621	-23.182092
903	'IC 1574                           '	10.76592	-22.24689
904	'NGC 578                           '	22.618950	-22.667211
905	'ESO 601-25                        '	332.55183	-18.86522
906	'NGC 7293                          '	337.4106054491760	-20.8371516925291
907	'ESO 602-30                        '	339.212771	-19.807017
908	'ESO 603-5                         '	340.364625	-19.484767
909	'NGC 59                            '	3.854692	-21.444356
910	'NGC 216                           '	10.362021	-21.048028
911	'ESO 540-31                        '	12.4554	-21.0161
912	'NGC 247                           '	11.785642	-20.760400
913	'ESO 540-32                        '	12.6021	-19.9064
914	'NGC 7009                          '	316.0450638961330	-11.3634949467490
915	'NAME WLM Galaxy                   '	0.4913	-15.4639
916	'BPS CS 22171-0015                 '	30.1772797125927	-11.5480370180277
917	'NGC 1140                          '	43.6396911780703	-10.0286487737165
918	'GSC 05825-00974                   '	349.9075521903760	-10.8461174728308
919	'NAME Cetus Dwarf Galaxy           '	6.5450	-11.0539
920	'NGC 157                           '	8.694796	-8.396489
921	'NGC 1022                          '	39.636263	-6.677389
922	'NGC 1042                          '	40.0998856236900	-8.4335414985834
923	'LEDA 3097693                      '	40.4438	-8.4022
924	'NGC 1052                          '	40.26999379	-8.25576436
925	'MCG-01-03-065                     '	15.391613	-7.588542
926	'NGC 337                           '	14.958708	-7.577961
927	'IC 127                            '	22.448329	-6.980058
928	'QSO B0125-0635                    '	21.8980173626046	-6.3265077792082
929	'NGC 586                           '	22.9035028782794	-6.8937983993465
930	'NGC 584                           '	22.836479	-6.868061
931	'HD 15034                          '	36.2790682698905	-4.7469825922980
932	'NGC 894                           '	35.401958	-5.521394
933	'BD-05 456                         '	36.5286281780453	-4.5532938918432
934	'BD-05 458                         '	36.6735238230670	-4.8527111771749
935	'BD-06 478                         '	36.5876867714683	-5.4208313759972
936	'BD-05 466                         '	37.0326976216900	-4.6868898062853
937	'TYC 4694-393-1                    '	36.8913268835020	-4.6646275665878
938	'* omi Cet                         '	34.83663376	-2.97763767
939	'BD-05 460                         '	36.8095669930739	-4.4485361426305
940	'KUV 02554-0233                    '	44.473075	-2.347133
941	'NGC 7667                          '	351.095162	-0.108378
942	'PB 5835                           '	4.2142290288936	-1.2248057148230
943	'2SLAQ J012838.59-004030.4         '	22.160917	-0.675204
944	'PHL 3431                          '	23.4927594068389	-0.0592177069266
945	'UM 417                            '	34.875984	-0.985129
946	'PHL 1257                          '	34.9690571031828	-0.3802758836569
947	'NGC 955                           '	37.6380938258494	-1.1084193380232
948	'M 77                              '	40.669879	-0.013289
949	'PB 6901                           '	42.6366411322278	-0.9731849197743
950	'HD 17998B                         '	43.3846601322410	-0.5624286118617
951	'PB 6921                           '	43.4154155019417	-0.6582378040533
952	'[LCB92] 0251-0015                 '	43.5162938604900	-0.0624875268084
953	'SDSS J025459.59-002722.2          '	43.7483159230974	-0.4561711633375
954	'PB 6954                           '	44.5050048844977	-0.9000447829254
955	'NGC 7715                          '	354.090700	2.157028
956	'NGC 7714                          '	354.058746	2.155019
957	'IC 1613                           '	16.2258	2.1333
958	'UGC 695                           '	16.9434031313904	1.0636412664182
959	'MCG+00-04-049                     '	18.584742	0.916687
960	'PHL 1077                          '	24.5530468365768	1.0641112236756
961	'UGC 2199                          '	40.849908	1.756586
962	'NGC 1055                          '	40.438471	0.443181
963	'PB 6907                           '	43.0041012686862	0.7622926260223
964	'LB 180                            '	44.1031225536950	0.5994341342644
965	'LB 181                            '	44.2875098591613	0.7744296957598
966	'KUV 02552+0049                    '	44.4433442103237	1.0183485419480
967	'US 3273                           '	43.2698874107209	0.2292201726925
968	'PB 6955                           '	44.5745921207416	1.1627411164804
969	'[LCB92] 0257+0055                 '	44.9085431378928	1.1265745333130
970	'NGC 7077                          '	322.498475	2.414375
971	'NGC 474                           '	20.027900	3.415269
972	'NGC 470                           '	19.936854	3.409972
973	'NGC 520                           '	21.146129	3.792411
974	'MCG+01-05-030                     '	26.1721	4.8906
975	'NGC 718                           '	28.305479	4.195917
976	'IC 277                            '	44.960838	2.771342
977	'NGC 490                           '	20.5119692850193	5.3671636185951
978	'NGC 676                           '	27.238817	5.907503
979	'NGC 693                           '	27.628529	6.145211
980	'Mrk 600                           '	42.76904	4.45386
981	'NGC 7328                          '	339.372071	10.531583
982	'NGC 7743                          '	356.0881612203380	9.9341583693581
983	'NGC 7479                          '	346.236117	12.322878
984	'UGC 521                           '	12.8008845687959	12.0253425029647
985	'UGC 891                           '	20.32954	12.41172
986	'NGC 514                           '	21.0162334658341	12.9174576788591
987	'NGC 821                           '	32.088125	10.994869
988	'NAME Peg Dwarf Irregular Galaxy   '	352.1467	14.7431
989	'UGC 17                            '	0.929659	15.217976
990	'[SP2002] J000535.1+160854         '	1.3963	16.1483
991	'NGC 660                           '	25.759792	13.645681
992	'LEDA 3090556                      '	337.44079	16.84961
993	'NGC 7625                          '	350.125550	17.225600
994	'UGC 685                           '	16.84396	16.68419
995	'NGC 473                           '	19.9794132298663	16.5448023077592
996	'UGC 1056                          '	22.196800	16.687975
997	'UGC 1176                          '	25.04329	15.90517
998	'M 74                              '	24.174050	15.783461
999	'NGC 7006                          '	315.372771	16.187914
1000	'NGC 7798                          '	359.8562612325610	20.7498209782066
1001	'NGC 7817                          '	0.995413	20.752339
1002	'UGC 1104                          '	23.1771611776366	18.3170763979893
1003	'NGC 770                           '	29.8068441584339	18.9546447409789
1004	'NGC 772                           '	29.8314819523115	19.0076323329559
1005	'NAME Peg dSph                     '	357.9433	24.5864
1006	'NAME Pisces I                     '	15.9858	21.8947
1007	'NGC 918                           '	36.4616295845408	18.4962178153219
1008	'KUV 23176+2650                    '	350.0167623738040	27.1065923351286
1009	'2MASX J23400871+2654024           '	355.0362000601350	26.9005878346796
1010	'NGC 7741                          '	355.976562	26.075575
1011	'WD 0145+234                       '	26.9784071534372	23.6621114777164
1012	'NGC 672                           '	26.9769844610394	27.4327763258630
1013	'IC 1727                           '	26.874542	27.333350
1014	'NGC 7457                          '	345.2496976124860	30.1449429078296
1015	'2MASS J01340229+3017490           '	23.5095816007190	30.2969536579033
1016	'2MASS J01341415+3052480           '	23.5589769587153	30.8800143008992
1017	'M 33                              '	23.462100	30.659942
1018	'NGC 784                           '	30.320550	28.837258
1019	'NGC 855                           '	33.515050	27.877172
1020	'NGC 1156                          '	44.9285528752316	25.2412084071381
1021	'NGC 7217                          '	331.968200	31.359256
1022	'NGC 7320                          '	339.0141929848410	33.9482306946843
1023	'NGC 7331                          '	339.267092	34.415919
1024	'MCG+06-01-026                     '	5.2708651872705	34.5149938003554
1025	'NAME Andromeda II                 '	19.1242	33.4192
1026	'NGC 972                           '	38.555771	29.311242
1027	'LEDA 2807157                      '	356.396569	38.718080
1028	'NAME Andromeda III                '	8.8446	36.5047
1029	'NAME Andromeda I                  '	11.4158	38.0411
1030	'NGC 404                           '	17.3629	35.7181
1031	'2MASX J00342097+4128176           '	8.587392	41.471558
1032	'M31GC J004227+411804              '	10.61104	41.30128
1033	'Bol D25                           '	10.39283	41.01831
1034	'Bol D43                           '	10.5273773567281	41.3017056262581
1035	'M31GC J003913+400732              '	9.80550	40.12550
1036	'[NVK2008] KW125                   '	10.195821	40.682800
1037	'2MASX J00410067+3955539           '	10.252792	39.931656
1038	'2MASX J00442305+4133065           '	11.0960899546859	41.5517583334224
1039	'2MASX J00403845+4125241           '	10.1599894677366	41.4235053988750
1040	'2MASX J00404501+4059561           '	10.187583	40.998925
1041	'2MASX J00404516+4122098           '	10.1882299710894	41.3694113392955
1042	'2MASX J00411457+4124399           '	10.310725	41.411103
1043	'2MASX J00414670+4125195           '	10.4445001920071	41.4219849724996
1044	'2MASX J00424006+4133464           '	10.6671127996960	41.5630241157607
1045	'2MASX J00441503+4056469           '	11.0626468019066	40.9464547003081
1046	'NAME VDB 0                        '	10.122438	40.604222
1047	'Bol 251                           '	10.40254	41.00506
1048	'2MASX J00423322+4131244           '	10.638425	41.523450
1049	'2MASX J00394456+4052554           '	9.9358485244960	40.8819436518477
1050	'Bol 140                           '	10.74479	41.14800
1051	'2MASX J00433041+4049108           '	10.876708	40.819683
1052	'BA 3-18                           '	9.78625	40.57250
1053	'2MASX J00394856+4031304           '	9.952375	40.525125
1054	'2MASX J00395100+4058104           '	9.962500	40.969575
1055	'Bol D26                           '	10.39325	41.01383
1056	'2MASS J00420608+4102477           '	10.525335	41.046593
1057	'M 32                              '	10.674271	40.865169
1058	'2MASX J00434551+4136578           '	10.939596	41.615967
1059	'2MASX J00445796+4129235           '	11.2413453012548	41.4899435309340
1060	'2MASX J00435283+4109579           '	10.970125	41.166083
1061	'2MASS J00434296+4128500           '	10.929029	41.480560
1062	'M 31                              '	10.684708	41.268750
1063	'M 110                             '	10.0918935635158	41.6854156374616
1064	'2MASX J00470122+4124067           '	11.755104	41.401881
1065	'2MASX J00513378+3957363           '	12.8907872022918	39.9599639011190
1066	'Bol D337                          '	12.2967945023935	41.1224136209000
1067	'TYC 2806-95-1                     '	12.6632819025971	41.2931571051505
1068	'NGC 959                           '	38.0996801410804	35.4945718766656
1069	'NGC 925                           '	36.820471	33.578881
1070	'NGC 7250                          '	334.574067	40.562406
1071	'NGC 7662                          '	351.4733	42.5350
1072	'2MASX J00432253+4144058           '	10.8438234049218	41.7348961573103
1073	'2MASX J00440998+4246578           '	11.041587	42.782733
1074	'2MASX J00444399+4207298           '	11.183321	42.124967
1075	'[JSD2015] AP 145                  '	11.4680116937623	41.7136101003317
1076	'2MASX J00451437+4157405           '	11.309896	41.961278
1077	'Bol D330                          '	12.11200	41.63561
1078	'2MASX J00453337+4200243           '	11.389079	42.006753
1079	'BA 3-11                           '	12.1898706717567	42.3937707437691
1080	'2MASX J00483604+4201350           '	12.150200	42.026397
1081	'NAME Andromeda IX                 '	13.2208	43.1958
1082	'NGC 949                           '	37.702708	37.136794
1083	'NGC 2775                          '	137.583800	7.037925
1084	'ESO 497-17                        '	137.4438	-23.0092
1085	'ESO 497-3                         '	135.408663	-24.790406
1086	'ESO 497-4                         '	135.7633	-23.8083
1087	'NGC 2855                          '	140.3645369595270	-11.9095396984805
1088	'ESO 497-35                        '	139.2412	-23.2800
1089	'NGC 2815                          '	139.0822902699700	-23.6332557986531
1090	'NGC 2784                          '	138.081237	-24.172600
1091	'NGC 2818                          '	139.0061998948230	-36.6270920527770
1092	'NGC 2893                          '	142.5706510107180	29.5399677500568
1093	'NGC 2905                          '	143.042129	21.500831
1094	'NGC 2907                          '	142.902542	-16.734767
1095	'NGC 2865                          '	140.875854	-23.161492
1096	'NGC 2968                          '	145.8001067861080	31.9287107121290
1097	'2MASX J09360748+2906431           '	144.031175	29.111989
1098	'LEDA 27591                        '	145.053513	29.591749
1099	'NGC 2986                          '	146.066850	-21.278289
1100	'NGC 2983                          '	145.9213203085580	-20.4772413053316
1101	'NGC 2935                          '	144.1868803737900	-21.1282134675657
1102	'ESO 434-33                        '	146.1983	-31.8256
1103	'LEDA 28474                        '	148.238911	29.310634
1104	'NGC 3032                          '	148.0339532302080	29.2362286599263
1105	'UGC 5288                          '	147.821838	7.825570
1106	'NGC 3023                          '	147.469317	0.617878
1107	'6dFGS gJ094628.6-002603           '	146.618994	-0.434318
1108	'NGC 2993                          '	146.451354	-14.368339
1109	'NGC 2992                          '	146.425187	-14.326361
1110	'NGC 3051                          '	148.4942806041640	-27.2863983867956
1111	'NGC 3001                          '	146.5777059126410	-30.4375139102908
1112	'NGC 2997                          '	146.4114741456430	-31.1909325077113
1113	'ESO 435-1                         '	147.5215315486490	-29.4258939484953
1114	'ESO 434-40                        '	146.9172274539870	-30.9488776368634
1115	'NGC 3038                          '	147.8144230208810	-32.7525678106020
1116	'NAME Leo Dwarf Irregular Galaxy   '	149.86025	30.74639
1117	'UGC 5340                          '	149.191862	28.828824
1118	'UGCA 201                          '	151.575729	28.944858
1119	'NAME Sextans B                    '	150.0034172087270	5.3359923696899
1120	'HD 86436                          '	149.6594750784050	2.5028061673043
1121	'HD 87062                          '	150.6822607238110	2.5127926698228
1122	'BD+03 2310                        '	150.7522013035390	2.6456194955237
1123	'TYC 240-42-1                      '	149.5213206083390	2.7237148211656
1124	'TYC 240-77-1                      '	149.7189411189930	2.6300352030751
1125	'TYC 247-55-1                      '	150.2412516039450	2.5934261063218
